ta	tb	tc	td	te	tf	tg	th	ti	tj	tk	tl	tm	tn
809.93	809.9387	809.8192	809.748	810.0056	809.924	809.9765	809.8167	809.7986	810.0134	809.8544	809.8402	809.7277	809.941
810.9322	810.9481	810.8083	810.7507	811.0099	810.9133	810.9649	810.8111	810.8041	811.014	810.856	810.8494	810.7529	810.9311
811.9337	811.9576	811.8012	811.7542	812.0118	811.8974	811.9514	811.8058	811.809	812.0145	811.8593	811.8568	811.7753	811.9213
812.9335	812.9662	812.7986	812.7584	813.013	812.8773	812.9363	812.7999	812.8127	813.014	812.864	812.8622	812.7958	812.9119
813.9315	813.974	813.7991	813.7634	814.0134	813.8555	813.9198	813.7935	813.8153	814.0112	813.8693	813.8658	813.8149	813.9036
814.9286	814.9808	814.7999	814.7692	815.0127	814.833	814.9026	814.7869	814.8175	815.0049	814.8748	814.8674	814.8314	814.8967
815.9266	815.9866	815.8001	815.7756	816.0106	815.8106	815.8851	815.7806	815.82	815.9945	815.8797	815.8658	815.8439	815.8915
816.9263	816.9915	816.7999	816.783	817.0076	816.7892	816.8677	816.7748	816.8228	816.9799	816.8842	816.8607	816.8528	816.8887
817.9272	817.9948	817.799	817.7909	818.0034	817.7689	817.8497	817.7702	817.8253	817.9617	817.8885	817.8524	817.8586	817.8884
818.9289	818.9959	818.7968	818.7991	818.9982	818.7502	818.832	818.7672	818.8273	818.9406	818.8926	818.8419	818.8624	818.8903
819.9307	819.9952	819.793	819.8075	819.9921	819.7337	819.8154	819.766	819.829	819.9174	819.8963	819.8293	819.8649	819.8925
820.9314	820.9928	820.7874	820.8152	820.9849	820.721	820.8016	820.7661	820.83	820.8929	820.9001	820.8153	820.8671	820.8934
821.9306	821.9889	821.7799	821.8205	821.9769	821.7128	821.7917	821.7674	821.8307	821.8683	821.9051	821.8005	821.8696	821.8929
822.9276	822.9841	822.7711	822.8217	822.9675	822.7088	822.7859	822.7698	822.8315	822.8432	822.9114	822.786	822.8724	822.8914
823.9224	823.9785	823.7612	823.8188	823.9572	823.7091	823.7832	823.7733	823.8326	823.8168	823.9193	823.7722	823.8763	823.8912
824.9147	824.9717	824.7503	824.8126	824.9463	824.7133	824.7838	824.7785	824.8346	824.79	824.9286	824.759	824.8816	824.894
825.905	825.9656	825.7385	825.8036	825.9352	825.7208	825.7872	825.7855	825.8366	825.7637	825.9384	825.7474	825.8884	825.9008
826.8934	826.9616	826.7259	826.7933	826.9237	826.7311	826.7929	826.7949	826.8389	826.7387	826.9485	826.738	826.8971	826.9119
827.8798	827.96	827.7126	827.7827	827.9112	827.7437	827.8005	827.8068	827.8422	827.7137	827.9586	827.7318	827.9075	827.9269
828.8634	828.9601	828.6987	828.7727	828.8991	828.7577	828.8095	828.8205	828.8461	828.6883	828.968	828.7288	828.9199	828.9453
829.8447	829.9626	829.6844	829.7641	829.8881	829.7731	829.8192	829.8359	829.8517	829.6626	829.9765	829.7296	829.9339	829.9664
830.8238	830.9678	830.6697	830.7573	830.8778	830.7899	830.8294	830.8525	830.86	830.637	830.9835	830.7333	830.949	830.9896
831.8013	831.975	831.6549	831.7527	831.8667	831.8078	831.8404	831.8702	831.8708	831.6124	831.9887	831.7393	831.9648	832.0143
832.7776	832.9832	832.6382	832.7507	832.855	832.8256	832.8513	832.8889	832.8832	832.5892	832.9921	832.7468	832.9812	833.0395
833.7531	833.9915	833.6194	833.7513	833.8429	833.8414	833.8618	833.907	833.896	833.5671	833.9938	833.7551	833.9976	834.0624
834.7285	834.9988	834.5992	834.7548	834.8311	834.8547	834.8713	834.9252	834.9087	834.5472	834.9938	834.7642	835.0135	835.0822
835.7045	836.0045	835.5779	835.7607	835.82	835.8652	835.8793	835.9435	835.9203	835.5296	835.9922	835.7737	836.0289	836.0984
836.6819	837.0075	836.5563	836.7686	836.8098	836.8725	836.8851	836.9623	836.9301	836.515	836.9886	836.783	837.0435	837.1107
837.6617	838.0073	837.535	837.7781	837.7997	837.8765	837.8896	837.9818	837.9374	837.5038	837.9825	837.7921	838.0566	838.1184
838.6447	839.0032	838.5147	838.7887	838.7888	838.8777	838.8926	839.0013	838.942	838.4963	838.974	838.8002	839.0668	839.1202
839.6317	839.995	839.4962	839.7999	839.7767	839.8779	839.8945	840.021	839.9435	839.4929	839.9643	839.8077	840.0748	840.1162
840.623	840.9825	840.4799	840.8119	840.7616	840.8773	840.8965	841.0396	840.9417	840.4937	840.9545	840.8152	841.0809	841.1069
841.6186	841.9665	841.4667	841.8239	841.7437	841.8761	841.8989	842.0569	841.9376	841.499	841.9453	841.8222	842.0857	842.0934
842.6184	842.9481	842.457	842.8342	842.7236	842.8748	842.9017	843.0731	842.9317	842.5078	842.9371	842.8282	843.0889	843.0765
843.6224	843.9279	843.451	843.843	843.7021	843.8755	843.9047	844.0874	843.924	843.5196	843.9299	843.8329	844.0902	844.0569
844.6286	844.9066	844.4487	844.8505	844.6803	844.8793	844.9082	845.1001	844.9147	844.5341	844.9244	844.8382	845.0894	845.0359
845.6368	845.8848	845.4484	845.8557	845.6588	845.8855	845.9122	846.1116	845.9026	845.5505	845.9207	845.8456	846.0861	846.0143
846.6469	846.8635	846.45	846.8583	846.6382	846.8928	846.9163	847.1218	846.8891	846.5685	846.9189	846.8547	847.0799	846.9932
847.6592	847.8436	847.4531	847.8581	847.6201	847.9008	847.9205	848.129	847.8749	847.5873	847.9182	847.8652	848.0711	847.9737
848.6741	848.8255	848.4575	848.8571	848.6046	848.9091	848.925	849.1331	848.8594	848.6073	848.918	848.8765	849.0594	848.9564
849.6915	849.8099	849.4625	849.8564	849.5917	849.9179	849.9309	850.1337	849.8427	849.6286	849.9182	849.8887	850.0463	849.9423
850.7112	850.7971	850.4681	850.8564	850.5829	850.9273	850.9382	851.1311	850.8257	850.6509	850.9183	850.9026	851.0339	850.9318
851.733	851.7874	851.4746	851.8571	851.5783	851.937	851.9445	852.1254	851.8087	851.6753	851.918	851.9171	852.0222	851.9253
852.7567	852.7813	852.4825	852.8588	852.5777	852.9463	852.9491	853.117	852.7927	852.7008	852.9169	852.9302	853.0119	852.9222
853.7824	853.7781	853.492	853.8614	853.5806	853.9538	853.9515	854.1058	853.7781	853.7264	853.9153	853.9414	854.0032	853.9211
854.8124	854.7756	854.503	854.8648	854.5866	854.959	854.9517	855.0923	854.7655	854.7505	854.913	854.9497	854.9968	854.9221
855.8463	855.7724	855.5146	855.8693	855.5957	855.9617	855.95	856.0767	855.7555	855.7723	855.9109	855.9547	855.993	855.924
856.8832	856.7684	856.5264	856.8747	856.6071	856.9612	856.9472	857.0589	856.7482	856.7913	856.9095	856.9559	856.9908	856.9263
857.9225	857.7638	857.5383	857.881	857.6203	857.9567	857.9442	858.0397	857.7427	857.8083	857.9092	857.9539	857.9897	857.9289
858.9631	858.7582	858.5499	858.8884	858.6337	858.9479	858.9413	859.0203	858.7396	858.8234	858.9107	858.9492	858.9894	858.9314
860.0045	859.752	859.561	859.8979	859.6455	859.9353	859.9393	860.002	859.7394	859.8366	859.9143	859.9421	859.9894	859.9333
861.046	860.746	860.5723	860.9098	860.6555	860.9191	860.9385	860.9841	860.7422	860.8467	860.9197	860.9331	860.9887	860.9344
862.0859	861.7403	861.5853	861.9234	861.6633	861.8993	861.9392	861.9669	861.748	861.8521	861.926	861.9228	861.9863	861.9341
863.1238	862.7356	862.5999	862.9379	862.6689	862.8768	862.9417	862.953	862.7563	862.8532	862.9335	862.9114	862.9818	862.9328
864.1602	863.7321	863.6157	863.9529	863.6725	863.8526	863.946	863.943	863.7649	863.8504	863.942	863.8995	863.9736	863.931
865.1949	864.7303	864.6333	864.9681	864.6743	864.8278	864.9528	864.9371	864.7739	864.8455	864.9515	864.8879	864.9606	864.9287
866.227	865.7309	865.6512	865.9836	865.6755	865.8033	865.962	865.9357	865.7833	865.8396	865.9626	865.8776	865.9427	865.9259
867.2555	866.734	866.6674	866.9991	866.6774	866.7798	866.9734	866.9377	866.7933	866.8334	866.9752	866.8694	866.9208	866.9233
868.2805	867.7394	867.6812	868.0145	867.6794	867.7575	867.9862	867.9424	867.8041	867.8276	867.9891	867.8626	867.8959	867.9211
869.3019	868.7457	868.6923	869.0288	868.6821	868.7373	869.0004	868.9495	868.816	868.8229	869.0036	868.857	868.869	868.9193
870.3192	869.7521	869.7015	870.0406	869.6851	869.7192	870.0166	869.9584	869.8292	869.8198	870.0182	869.8527	869.841	869.9176
871.3326	870.7587	870.7086	871.0491	870.689	870.7021	871.0347	870.9685	870.8423	870.8188	871.0331	870.8492	870.8132	870.9162
872.3419	871.7653	871.7131	872.0533	871.6939	871.6863	872.0541	871.978	871.8541	871.8206	872.048	871.8464	871.7866	871.9147
873.347	872.7715	872.7152	873.0539	872.6998	872.6736	873.0737	872.9861	872.8641	872.8249	873.0626	872.8447	872.762	872.9134
874.3481	873.778	873.7151	874.0516	873.7063	873.6639	874.0916	873.9928	873.8727	873.8317	874.0764	873.8437	873.7406	873.9127
875.345	874.7845	874.7133	875.0471	874.7137	874.658	875.1064	874.998	874.8812	874.8406	875.0889	874.8434	874.723	874.9111
876.3375	875.7914	875.7116	876.041	875.7229	875.6558	876.1177	876.0016	875.8908	875.8519	876.1003	875.8439	875.7101	875.9076
877.326	876.7982	876.7104	877.034	876.7333	876.6566	877.1261	877.0032	876.9019	876.8657	877.1105	876.8448	876.7036	876.9009
878.3106	877.8047	877.7103	878.0279	877.743	877.6592	878.1326	878.0029	877.9148	877.8805	878.1199	877.8462	877.7042	877.8914
879.2914	878.8115	878.7123	879.0235	878.751	878.6633	879.1372	879.001	878.9294	878.8954	879.1287	878.8481	878.7121	878.8793
880.2692	879.8186	879.7167	880.0209	879.7573	879.6681	880.1397	879.9977	879.9449	879.9099	880.1381	879.8503	879.7247	879.8662
881.2436	880.826	880.7236	881.0203	880.7617	880.6729	881.14	880.9933	880.9604	880.9234	881.1488	880.8527	880.7409	880.8533
882.2149	881.8334	881.7328	882.0219	881.7642	881.6769	882.1381	881.9885	881.9756	881.9355	882.1603	881.8547	881.759	881.8412
883.1835	882.8408	882.7443	883.0255	882.765	882.68	883.1342	882.9844	882.9904	882.9459	883.1716	882.8564	882.7779	882.8314
884.1506	883.848	883.7577	884.0317	883.7643	883.6823	884.129	883.982	884.0049	883.9544	884.1821	883.8575	883.7966	883.8237
885.1175	884.8543	884.7723	885.04	884.7627	884.6834	885.1224	884.9814	885.0188	884.9606	885.1915	884.858	884.8141	884.8182
886.0853	885.8597	885.7874	886.0496	885.7629	885.6835	886.1142	885.983	886.0322	885.9648	886.2012	885.8578	885.83	885.8146
887.0544	886.8641	886.802	887.0597	886.7667	886.6828	887.1047	886.987	887.0449	886.9672	887.2106	886.8571	886.844	886.8131
888.0235	887.8669	887.8157	888.0688	887.7742	887.6821	888.0942	887.993	888.057	887.9694	888.2183	887.8556	887.8553	887.814
888.9933	888.8683	888.8307	889.0762	888.7844	888.6829	889.0828	888.9993	889.0688	888.973	889.2238	888.8537	888.8636	888.8174
889.9639	889.8682	889.8483	890.0809	889.7961	889.686	890.0709	890.0054	890.0804	889.9776	890.2263	889.8514	889.8685	889.8235
890.9357	890.8668	890.8679	891.0826	890.8096	890.6917	891.0587	891.0111	891.0928	890.9836	891.2253	890.8491	890.8699	890.8322
891.9092	891.8653	891.8895	892.0809	891.8239	891.7001	892.0467	892.0165	892.1062	891.9908	892.2205	891.8469	891.8693	891.8433
892.8843	892.8642	892.9128	893.0757	892.8383	892.7114	893.035	893.0227	893.1201	892.9992	893.2123	892.845	892.8676	892.8564
893.8611	893.8636	893.9367	894.0677	893.8521	893.7257	894.0242	894.0296	894.1335	894.0086	894.2015	893.8437	893.8655	893.8713
894.8394	894.8637	894.96	895.0569	894.8657	894.7431	895.0144	895.037	895.1457	895.0187	895.1884	894.8427	894.8638	894.8873
895.8195	895.8647	895.9816	896.0434	895.8776	895.7637	896.0057	896.0447	896.1547	896.0293	896.1733	895.8416	895.8627	895.904
896.8	896.8669	897.0009	897.0267	896.887	896.7874	896.9978	897.0529	897.1602	897.0402	897.1567	896.8406	896.8628	896.9202
897.7791	897.8703	898.0173	898.007	897.8931	897.8118	897.9882	898.061	898.163	898.0508	898.139	897.84	897.8641	897.9351
898.7569	898.8765	899.0309	898.9853	898.8964	898.836	898.9763	899.069	899.1631	899.0612	899.1212	898.8408	898.867	898.9483
899.7346	899.8851	900.0416	899.9625	899.8965	899.8593	899.9622	900.0769	900.1609	900.0707	900.1033	899.8431	899.8702	899.9598
900.7145	900.8954	901.049	900.941	900.8938	900.8812	900.9465	901.0845	901.1585	901.0792	901.0857	900.8463	900.873	900.9699
901.6974	901.9069	902.0529	901.9214	901.8895	901.9018	901.9298	902.0903	902.1563	902.0861	902.0689	901.85	901.8754	901.9787
902.6827	902.9184	903.0529	902.9022	902.8834	902.9208	902.9125	903.0944	903.1539	903.0909	903.0529	902.8543	902.8773	902.9857
903.67	903.9291	904.0492	903.882	903.8754	903.9384	903.8949	904.0973	904.1513	904.0931	904.0382	903.8594	903.8792	903.9916
904.6583	904.9385	905.0417	904.8607	904.8655	904.9548	904.8776	905.0988	905.1479	905.0927	905.025	904.8655	904.8811	904.9963
905.6484	905.9466	906.031	905.839	905.8544	905.9698	905.8616	906.0992	906.1433	906.0897	906.0136	905.8724	905.8831	905.9998
906.6407	906.9538	907.0176	906.8178	906.8408	906.9813	906.8474	907.0993	907.1371	907.0854	907.0045	906.88	906.8851	907.0024
907.6357	907.9599	908.0022	907.7978	907.8248	907.989	907.8354	908.0992	908.1289	908.0803	907.997	907.888	907.8874	908.0048
908.6336	908.9651	908.9857	908.7797	908.8078	908.993	908.8265	909.0992	909.1184	909.0742	908.9916	908.8965	908.8899	909.007
909.6348	909.9693	909.9677	909.764	909.7907	909.9939	909.8207	910.0997	910.1071	910.0662	909.9883	909.9053	909.8928	910.0092
910.6397	910.9725	910.9485	910.7524	910.7748	910.9921	910.8183	911.101	911.0964	911.0565	910.9869	910.9141	910.8959	911.0114
911.6488	911.9748	911.9295	911.7457	911.7621	911.988	911.8198	912.1037	912.0865	912.0453	911.9872	911.9225	911.8995	912.0138
912.6612	912.976	912.9117	912.7435	912.7534	912.981	912.8248	913.108	913.0773	913.0334	912.9893	912.9306	912.9033	913.0165
913.6762	913.976	913.8962	913.7441	913.7484	913.9719	913.8333	914.1144	914.0693	914.0213	913.9911	913.9398	913.9074	914.0195
914.6931	914.9752	914.8834	914.7472	914.7448	914.962	914.8451	915.1235	915.0622	915.0099	914.9908	914.9499	914.9117	915.0231
915.7111	915.9738	915.8732	915.7518	915.7412	915.953	915.8594	916.1346	916.0543	915.9994	915.9883	915.9606	915.9164	916.0272
916.7299	916.9722	916.865	916.7573	916.7386	916.9455	916.8759	917.1471	917.0456	916.9903	916.984	916.9718	916.9235	917.032
917.7489	917.9707	917.857	917.7633	917.7374	917.9413	917.8928	918.1599	918.0362	917.9828	917.9776	917.983	917.933	918.0367
918.7674	918.9678	918.8495	918.7668	918.7379	918.941	918.9099	919.1724	919.0262	918.9756	918.9697	918.9941	918.9446	919.0413
919.7844	919.963	919.8423	919.7678	919.7402	919.9448	919.9262	920.1835	920.0161	919.9684	919.9611	920.005	919.9576	920.0454
920.7988	920.9572	920.8355	920.7668	920.7447	920.9517	920.9411	921.1924	921.0069	920.9608	920.9519	921.0155	920.9713	921.0491
921.8103	921.9507	921.8298	921.7642	921.7515	921.9611	921.9539	922.1987	922.0004	921.9536	921.9427	922.025	921.9854	922.0541
922.8187	922.9421	922.8256	922.7592	922.762	922.9709	922.9638	923.2015	922.9977	922.9467	922.9342	923.0331	922.9995	923.0605
923.8251	923.9327	923.8234	923.7523	923.7767	923.9806	923.9706	924.2007	923.999	923.9398	923.9268	924.0399	924.0132	924.0678
924.8319	924.9245	924.8227	924.7439	924.7957	924.9894	924.9741	925.1964	925.0034	924.9335	924.9206	925.0453	925.0259	925.0757
925.8389	925.9178	925.8228	925.7355	925.8184	925.9965	925.9741	926.1887	926.0092	925.9288	925.9155	926.0491	926.0367	926.084
926.8464	926.9129	926.824	926.7288	926.8439	927.0016	926.973	927.181	927.0157	926.9257	926.9124	927.0518	927.0454	927.0923
927.8542	927.9099	927.8261	927.7241	927.8712	928.0038	927.9709	928.174	928.0223	927.9243	927.9113	928.0532	928.0511	928.1
928.8602	928.9092	928.829	928.7219	928.8996	929.003	928.9682	929.1673	929.0296	928.9243	928.912	929.0538	929.0538	929.1064
929.8636	929.9106	929.8328	929.722	929.929	929.9987	929.9651	930.1611	930.0395	929.9268	929.9139	930.0551	930.0533	930.1111
930.864	930.9139	930.837	930.7238	930.958	930.9906	930.9604	931.1552	931.0516	930.931	930.9166	931.0578	931.0496	931.1136
931.8621	931.9186	931.8415	931.7274	931.9855	931.9789	931.954	932.15	932.0656	931.9366	931.9197	932.062	932.0427	932.1138
932.8582	932.9244	932.8461	932.7327	933.0103	932.9636	932.9467	933.1457	933.0804	932.9431	932.9231	933.0668	933.0325	933.1115
933.8528	933.9307	933.8507	933.7397	934.032	933.9462	933.9386	934.1416	934.0942	933.9501	933.9268	934.0717	934.0188	934.1063
934.8478	934.9367	934.8566	934.748	935.0499	934.9283	934.9298	935.1371	935.1049	934.9577	934.9309	935.0765	935.0026	935.0986
935.8443	935.9415	935.8652	935.7572	936.0635	935.91	935.9192	936.1313	936.1119	935.9654	935.9353	936.0809	935.9849	936.0885
936.8426	936.9448	936.8769	936.7679	937.0742	936.8918	936.9073	937.1234	937.1155	936.9724	936.9402	937.0847	936.9668	937.0762
937.8425	937.9462	937.8914	937.7816	938.0808	937.8744	937.8945	938.1157	938.116	937.9779	937.9465	938.0873	937.9492	938.0624
938.8446	938.9453	938.9088	938.7979	939.0828	938.8586	938.881	939.1086	939.1135	938.9818	938.9537	939.0885	938.9329	939.0475
939.8497	939.942	939.9293	939.8156	940.0814	939.8449	939.8671	940.102	940.1075	939.9843	939.9612	940.088	939.9187	940.0325
940.8574	940.9354	940.952	940.8334	941.0775	940.8342	940.8529	941.096	941.097	940.9848	940.9677	941.0859	940.9069	941.0179
941.8675	941.9258	941.9756	941.8506	942.0719	941.8272	941.8389	942.0906	942.0826	941.983	941.9729	942.0828	941.8973	942.0049
942.8796	942.9137	942.9998	942.8666	943.0657	942.8246	942.8253	943.0859	943.0653	942.9788	942.9781	943.0787	942.8901	942.994
943.8918	943.8994	944.0234	943.8818	944.0594	943.8264	943.8125	944.0817	944.0458	943.9712	943.9842	944.0738	943.8831	943.9848
944.9034	944.8833	945.0455	944.8969	945.0532	944.8322	944.8009	945.0782	945.025	944.9598	944.9913	945.0682	944.8757	944.9775
945.9138	945.8663	946.065	945.9105	946.0472	945.8417	945.7915	946.0748	946.0038	945.945	945.9991	946.0613	945.8683	945.9719
946.9222	946.8497	947.0812	946.9221	947.0414	946.8543	946.785	947.0716	946.9832	946.9287	947.0065	947.0534	946.8608	946.9686
947.9282	947.8365	948.0936	947.9335	948.0347	947.8682	947.7813	948.0692	947.9648	947.9118	948.013	948.0443	947.8536	947.9677
948.9319	948.8272	949.1035	948.9454	949.027	948.8829	948.7796	949.0676	948.9493	948.8953	949.0186	949.0339	948.8468	948.9681
949.9341	949.8212	950.1111	949.9574	950.0181	949.8983	949.7796	950.0655	949.9368	949.8799	950.0233	950.0231	949.8411	949.9671
950.9358	950.8182	951.117	950.9701	951.0074	950.9135	950.7803	951.0627	950.9269	950.8661	951.0261	951.0138	950.8363	950.9646
951.9371	951.8158	952.1215	951.9834	951.9948	951.9266	951.782	952.0594	951.9196	951.8541	952.0262	952.0071	951.8323	951.9605
952.9382	952.8141	953.1251	952.9968	952.98	952.9377	952.7856	953.0544	952.915	952.8444	953.0245	953.0034	952.8293	952.9549
953.938	953.8133	954.1273	954.0097	953.9637	953.9473	953.7905	954.049	953.9139	953.8373	954.0216	954.0024	953.8269	953.9477
954.9365	954.8135	955.129	955.022	954.9465	954.9562	954.7941	955.0439	954.9173	954.8317	955.0184	955.0033	954.8253	954.9391
955.9337	955.8149	956.1308	956.0336	955.9299	955.965	955.796	956.0393	955.9246	955.8275	956.0156	956.0046	955.8245	955.9295
956.9304	956.817	957.1333	957.0437	956.9146	956.9739	956.7957	957.034	956.9348	956.8251	957.0135	957.0059	956.8243	956.9189
957.9287	957.8198	958.1366	958.0519	957.9015	957.9836	957.7932	958.0284	957.947	957.8246	958.0126	958.007	957.8251	957.9078
958.9286	958.8233	959.1403	959.058	958.8915	958.9944	958.7886	959.0228	958.9592	958.8253	959.0131	959.0075	958.8265	958.8965
959.9307	959.8285	960.1444	960.0633	959.8851	960.0065	959.7834	960.0178	959.9716	959.8271	960.0153	960.0075	959.8286	959.8857
960.9349	960.8357	961.1491	961.0681	960.8831	961.0205	960.7778	961.014	960.9839	960.8301	961.019	961.0076	960.8314	960.8754
961.941	961.8452	962.1538	962.072	961.8846	962.0368	961.772	962.0123	961.9951	961.8342	962.0236	962.0088	961.8347	961.8658
962.9481	962.8576	963.1572	963.0749	962.8894	963.0554	962.7665	963.0151	963.0049	962.8398	963.028	963.011	962.8387	962.8578
963.9564	963.8728	964.159	964.0761	963.8953	964.0752	963.7614	964.0241	964.0125	963.8458	964.0317	964.0137	963.8433	963.8514
964.9641	964.8898	965.1581	965.0755	964.9008	965.0961	964.7572	965.0413	965.0175	964.8516	965.0346	965.0169	964.8486	964.8464
965.9697	965.9077	966.1531	966.0734	965.905	966.1177	965.7552	966.0664	966.0193	965.8568	966.036	966.0205	965.854	965.8422
966.9721	966.9259	967.1439	967.0698	966.9084	967.1391	966.7535	967.0974	967.0193	966.8617	967.0356	967.0242	966.8593	966.8383
967.9716	967.9443	968.132	968.0651	967.9112	968.1598	967.7521	968.1318	968.019	967.8663	968.0341	968.0278	967.8647	967.8345
968.9692	968.9622	969.118	969.0589	968.9136	969.1786	968.7511	969.1685	969.0162	968.87	969.0322	969.0306	968.8701	968.8309
969.9652	969.9792	970.1028	970.0514	969.9177	970.1951	969.751	970.2061	970.0101	969.8733	970.0317	970.0325	969.8759	969.8279
970.9594	970.9952	971.0876	971.0426	970.9235	971.209	970.7522	971.2436	971.0013	970.8765	971.0325	971.0334	970.882	970.8247
971.952	972.0101	972.0737	972.0334	971.9309	972.2198	971.7535	972.2794	971.9911	971.8796	972.0344	972.0336	971.8884	971.8201
972.9436	973.0239	973.064	973.0242	972.9401	973.2273	972.7548	973.3123	972.9802	972.8828	973.0383	973.0335	972.895	972.8143
973.9346	974.0364	974.059	974.0154	973.9517	974.2318	973.7557	974.3413	973.9692	973.8861	974.0439	974.0335	973.9018	973.8069
974.9254	975.0491	975.0578	975.0071	974.9653	975.2349	974.7568	975.3649	974.9587	974.8894	975.0504	975.0336	974.9083	974.7985
975.9166	976.0626	976.0604	975.9982	975.9807	976.2362	975.7583	976.3821	975.9515	975.8928	976.0571	976.0344	975.9146	975.7918
976.9088	977.0768	977.0665	976.9884	976.9962	977.2354	976.7606	977.3917	976.949	976.8954	977.063	977.0358	976.9208	976.7888
977.9022	978.0914	978.0759	977.9778	978.0109	978.2326	977.7642	978.3936	977.9516	977.8965	978.0681	978.0378	977.9266	977.79
978.897	979.1056	979.088	978.9672	979.0244	979.2281	978.7693	979.3893	978.9595	978.8961	979.072	979.0386	978.9327	978.7956
979.893	980.119	980.1016	979.9567	980.0365	980.2218	979.7758	980.38	979.971	979.8939	980.0745	980.0379	979.9398	979.8049
980.8907	981.1309	981.116	980.9463	981.0472	981.214	980.7826	981.3663	980.9857	980.89	981.075	981.0359	980.9479	980.8174
981.8898	982.141	982.1303	981.936	982.0565	982.2051	981.7901	982.3492	982.0031	981.8834	982.0732	982.0306	981.9566	981.8331
982.8906	983.1489	983.1436	982.9267	983.0647	983.1955	982.7994	983.3294	983.0229	982.8743	983.0693	983.0209	982.9657	982.8516
983.8928	984.1541	984.1552	983.9189	984.0729	984.1854	983.8111	984.3077	984.0445	983.8632	984.0626	984.0069	983.9749	983.8722
984.8965	985.1568	985.1639	984.9129	985.081	985.1753	984.8251	985.2846	985.0671	984.8505	985.0533	984.9897	984.983	984.8943
985.9012	986.1583	986.1691	985.9061	986.0892	986.1681	985.8415	986.2609	986.0901	985.8381	986.042	985.9707	985.9899	985.9174
986.9048	987.1584	987.1701	986.8978	987.0978	987.1635	986.8597	987.2374	987.1128	986.827	987.0288	986.9513	986.9951	986.9406
987.906	988.1582	988.1667	987.8884	988.1064	988.1611	987.8795	988.2137	988.1343	987.8176	988.0145	987.9335	987.9991	987.9633
988.9051	989.159	989.1594	988.878	989.1151	989.1609	988.9002	989.1907	989.1539	988.8105	989.0002	988.9192	989.0027	988.985
989.9026	990.1613	990.1484	989.8655	990.1235	990.1623	989.921	990.1696	990.1711	989.8058	989.9858	989.9088	990.0056	990.0052
990.8994	991.1646	991.1337	990.8516	991.1313	991.1653	990.9411	991.1508	991.1857	990.804	990.9711	990.9019	991.0071	991.0245
991.896	992.1682	992.1172	991.8375	992.1382	992.1698	991.9601	992.135	992.1973	991.8046	991.9547	991.8979	992.0074	992.0425
992.893	993.1716	993.1	992.8234	993.1436	993.175	992.9772	993.1223	993.2055	992.8077	992.9369	992.8972	993.0074	993.0589
993.8912	994.1746	994.0829	993.8093	994.1475	994.1804	993.9915	994.1107	994.2104	993.8129	993.9183	993.9004	994.0063	994.0733
994.891	995.176	995.066	994.7959	995.1493	995.185	995.0024	995.0983	995.2117	994.8199	994.8995	994.9074	995.0032	995.0859
995.8923	996.1753	996.0499	995.7845	996.1492	996.1885	996.0103	996.0845	996.2095	995.8285	995.8811	995.9178	995.9983	996.0964
996.8954	997.1724	997.0342	996.7764	997.1478	997.1906	997.0178	997.0688	997.2043	996.8381	996.8631	996.9312	996.9921	997.1058
997.9003	998.167	998.0189	997.7719	998.1451	998.1899	998.025	998.051	998.1965	997.8481	997.8459	997.9458	997.9854	998.1148
998.9069	999.1594	999.0046	998.7711	999.1413	999.1859	999.0314	999.0311	999.1879	998.8582	998.8296	998.9595	998.9791	999.1237
999.9139	1000.15	999.9919	999.7739	1000.137	1000.178	1000.037	1000.009	1000.18	999.8683	999.8124	999.9716	999.973	1000.134
